PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
09-120;Rostki;;;Nowe Miasto;p≥oÒski;mazowieckie
11-510;Rostki;;;Wydminy;giøycki;warmiÒsko-mazurskie
12-200;Rostki;;;Pisz;piski;warmiÒsko-mazurskie
18-420;Rostki;;;Jedwabne;≥omøyÒski;podlaskie
18-520;Rostki;;;Stawiski;kolneÒski;podlaskie
19-321;Rostki Bajtkowskie;;;E≥k;e≥cki;warmiÒsko-mazurskie
18-420;Rostki (Grabnik);;;Jedwabne;≥omøyÒski;podlaskie
12-250;Rostki Skomackie;;;Orzysz;piski;warmiÒsko-mazurskie
07-320;Rostki Wielkie;;;Ma≥kinia GÛrna;ostrowski;mazowieckie
07-320;Rostki Wielkie (KÍpina);;;Ma≥kinia GÛrna;ostrowski;mazowieckie
07-323;Rostki-DaÊbogi;;;ZarÍby Koúcielne;ostrowski;mazowieckie
07-320;Rostki-Piotrowice;;;Ma≥kinia GÛrna;ostrowski;mazowieckie
09-450;Rostkowice;;;WyszogrÛd;p≥ocki;mazowieckie
48-210;Rostkowice;;;Bia≥a;prudnicki;opolskie
06-415;Rostkowo;;;Czernice Borowe;przasnyski;mazowieckie
09-440;Rostkowo;;;Staroüreby;p≥ocki;mazowieckie
09-440;Rostkowo-Orszymowice;;;Staroüreby;p≥ocki;mazowieckie
16-061;Rosto≥ty;;;Juchnowiec Koúcielny;bia≥ostocki;podlaskie
09-135;Rostowa;;;Siemiπtkowo;øuromiÒski;mazowieckie
62-090;Rostworowo;;;Rokietnica;poznaÒski;wielkopolskie
21-450;Rosy;;;Stoczek £ukowski;≥ukowski;lubelskie
05-205;Roszczep;;;KlembÛw;wo≥omiÒski;mazowieckie
84-352;Roszczyce;;;Wicko;lÍborski;pomorskie
63-714;Roszki;;;Krotoszyn;krotoszyÒski;wielkopolskie
18-218;Roszki Leúne;;;Soko≥y;wysokomazowiecki;podlaskie
18-218;Roszki-Chrzczony;;;Soko≥y;wysokomazowiecki;podlaskie
18-218;Roszki-Sπczki;;;Soko≥y;wysokomazowiecki;podlaskie
18-100;Roszki-W≥odki;;;£apy;bia≥ostocki;podlaskie
18-100;Roszki-Wodüki;;;£apy;bia≥ostocki;podlaskie
18-218;Roszki-Ziemaki;;;Soko≥y;wysokomazowiecki;podlaskie
97-220;Roszkowa Wola;;;Rzeczyca;tomaszowski;≥Ûdzkie
46-220;Roszkowice;;;Byczyna;kluczborski;opolskie
49-100;Roszkowice;;;Niemodlin;opolski;opolskie
49-315;Roszkowice;;;Lubsza;brzeski;opolskie
66-450;Roszkowice;;;Bogdaniec;gorzowski;lubuskie
49-315;Roszkowice (Kopalina);;;Lubsza;brzeski;opolskie
62-085;Roszkowo;;;Skoki;wπgrowiecki;wielkopolskie
63-910;Roszkowo;;;Miejska GÛrka;rawicki;wielkopolskie
64-020;Roszkowo;;;CzempiÒ;koúciaÒski;wielkopolskie
83-000;Roszkowo;;;Pruszcz GdaÒski;gdaÒski;pomorskie
47-450;RoszkÛw;;;Krzyøanowice;raciborski;úlπskie
63-200;RoszkÛw;;;Jarocin;jarociÒski;wielkopolskie
62-085;RoszkÛwko;;;Skoki;wπgrowiecki;wielkopolskie
63-230;RoszkÛwko;;;Jarocin;jarociÒski;wielkopolskie
63-910;RoszkÛwko;;;Miejska GÛrka;rawicki;wielkopolskie
47-253;Roszowice;;;Cisek;kÍdzierzyÒsko-kozielski;opolskie
47-253;Roszowice (P≥onia);;;Cisek;kÍdzierzyÒsko-kozielski;opolskie
47-253;Roszowicki Las;;;Cisek;kÍdzierzyÒsko-kozielski;opolskie
47-253;Roszowicki Las (G≥ogowiec);;;Cisek;kÍdzierzyÒsko-kozielski;opolskie
57-300;Roszyce;;;K≥odzko;k≥odzki;dolnoúlπskie
68-200;Roúcice;;;Øary;øarski;lubuskie
78-122;RoúciÍcino;;;Ko≥obrzeg;ko≥obrzeski;zachodniopomorskie
89-115;Roúcimin;;;Mrocza;nakielski;kujawsko-pomorskie
73-220;Roúcin;;;Drawno;choszczeÒski;zachodniopomorskie
74-300;Roúcin;;;MyúlibÛrz;myúliborski;zachodniopomorskie
62-085;Roúcinno;;;Skoki;wπgrowiecki;wielkopolskie
78-200;Roúcino;;;Bia≥ogard;bia≥ogardzki;zachodniopomorskie
55-120;Roúcis≥awice;;;Oborniki ålπskie;trzebnicki;dolnoúlπskie
55-120;Roúcis≥awice (PodgÛra);;;Oborniki ålπskie;trzebnicki;dolnoúlπskie
83-033;Roúciszewko;;;Trπbki Wielkie;gdaÒski;pomorskie
09-204;Roúciszewo;;;Roúciszewo;sierpecki;mazowieckie
83-209;Roúciszewo;;;Trπbki Wielkie;gdaÒski;pomorskie
83-209;Roúciszewo (Kobierzyn);;;Trπbki Wielkie;gdaÒski;pomorskie
58-250;RoúciszÛw;;;Pieszyce;dzierøoniowski;dolnoúlπskie
58-250;RoúciszÛw (Lasocin);;;Pieszyce;dzierøoniowski;dolnoúlπskie
58-250;RoúciszÛw (Potoczek);;;Pieszyce;dzierøoniowski;dolnoúlπskie
62-660;Roúle;;;Dπbie;kolski;wielkopolskie
62-660;Roúle (Oszczywilk);;;Dπbie;kolski;wielkopolskie
62-660;Roúle (Roúle Ma≥e);;;Dπbie;kolski;wielkopolskie
83-400;Rotembark;;;Koúcierzyna;koúcierski;pomorskie
17-312;Rotki;;;Drohiczyn;siemiatycki;podlaskie
83-010;Rotmanka;;;Pruszcz GdaÒski;gdaÒski;pomorskie
72-300;Rotnowo;;;Gryfice;gryficki;zachodniopomorskie
72-300;Rotnowo (Skowrony);;;Gryfice;gryficki;zachodniopomorskie
16-113;Rowek;;;Szudzia≥owo;sokÛlski;podlaskie
16-406;Rowele;;;Rutka-Tartak;suwalski;podlaskie
21-580;Rowiny;;;Wisznice;bialski;lubelskie
07-120;Rowiska;;;Korytnica;wÍgrowski;mazowieckie
89-607;Rowista;;;Konarzyny;chojnicki;pomorskie
07-215;Rowy;;;Obryte;pu≥tuski;mazowieckie
08-404;Rowy;;;£askarzew;garwoliÒski;mazowieckie
76-212;Rowy;;;Ustka;s≥upski;pomorskie
98-285;Rowy;;;WrÛblew;sieradzki;≥Ûdzkie
82-520;Rozajny;;;Gardeja;kwidzyÒski;pomorskie
82-520;Rozajny Ma≥e;;;Gardeja;kwidzyÒski;pomorskie
05-282;Rozalin;;;StrachÛwka;wo≥omiÒski;mazowieckie
05-831;Rozalin;;;Nadarzyn;pruszkowski;mazowieckie
24-300;Rozalin;;;Opole Lubelskie;opolski;lubelskie
39-460;Rozalin;;;Nowa DÍba;tarnobrzeski;podkarpackie
42-165;Rozalin;;;Lipie;k≥obucki;úlπskie
62-400;Rozalin;;;S≥upca;s≥upecki;wielkopolskie
62-573;Rozalin;;;Rychwa≥;koniÒski;wielkopolskie
62-400;Rozalin (Rozalin-Parcele);;;S≥upca;s≥upecki;wielkopolskie
88-410;Rozalinowo;;;Gπsawa;øniÒski;kujawsko-pomorskie
64-420;Rozbitek;;;Kwilcz;miÍdzychodzki;wielkopolskie
21-523;RozbitÛwka;;;Tuczna;bialski;lubelskie
08-311;Rozbity KamieÒ;;;Bielany;soko≥owski;mazowieckie
37-200;RozbÛrz;;;Przeworsk;przeworski;podkarpackie
37-560;RozbÛrz D≥ugi;;;Pruchnik;jaros≥awski;podkarpackie
37-560;RozbÛrz Okrπg≥y;;;Pruchnik;jaros≥awski;podkarpackie
22-424;Rozdo≥y;;;Sitno;zamojski;lubelskie
63-708;Rozdraøew;;;Rozdraøew;krotoszyÒski;wielkopolskie
63-708;Rozdraøewek;;;Rozdraøew;krotoszyÒski;wielkopolskie
13-100;Rozdroøe;;;Nidzica;nidzicki;warmiÒsko-mazurskie
07-215;Rozdzia≥y;;;Obryte;pu≥tuski;mazowieckie
32-731;Rozdziele;;;Øegocina;bocheÒski;ma≥opolskie
38-305;Rozdziele;;;Lipinki;gorlicki;ma≥opolskie
95-061;Rozdzielna;;;Dmosin;brzeziÒski;≥Ûdzkie
87-220;Rozental;;;RadzyÒ Che≥miÒski;grudziπdzki;kujawsko-pomorskie
84-104;Rozewie;;;W≥adys≥awowo;pucki;pomorskie
87-200;Rozgard;;;RyÒsk;wπbrzeski;kujawsko-pomorskie
82-335;Rozgart;;;Gronowo Elblπskie;elblπski;warmiÒsko-mazurskie
86-160;Rozgarty;;;Jeøewo;úwiecki;kujawsko-pomorskie
86-302;Rozgarty;;;Grudziπdz;grudziπdzki;kujawsko-pomorskie
87-134;Rozgarty;;;Z≥awieú Wielka;toruÒski;kujawsko-pomorskie
11-001;Rozgity;;;Dywity;olsztyÒski;warmiÒsko-mazurskie
84-351;Rozgorze;;;Nowa Wieú LÍborska;lÍborski;pomorskie
26-212;RozgÛ≥;;;SmykÛw;konecki;úwiÍtokrzyskie
22-120;RoziÍcin;;;Wojs≥awice;che≥mski;lubelskie
66-520;Rozkochowo;;;Dobiegniew;strzelecko-drezdenecki;lubuskie
32-551;RozkochÛw;;;Babice;chrzanowski;ma≥opolskie
47-344;RozkochÛw;;;Walce;krapkowicki;opolskie
21-110;Rozkopaczew;;;OstrÛw Lubelski;lubartowski;lubelskie
21-110;Rozkopaczew (KoÒce);;;OstrÛw Lubelski;lubartowski;lubelskie
21-110;Rozkopaczew (Pasy);;;OstrÛw Lubelski;lubartowski;lubelskie
21-110;Rozkopaczew (Podborek);;;OstrÛw Lubelski;lubartowski;lubelskie
21-110;Rozkopaczew (Zapraga);;;OstrÛw Lubelski;lubartowski;lubelskie
22-174;Rozkosz;;;Dorohusk;che≥mski;lubelskie
22-510;RozkoszÛwka;;;Uchanie;hrubieszowski;lubelskie
96-500;Rozlaz≥Ûw;;;Sochaczew;sochaczewski;mazowieckie
84-218;Roz≥azino;;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Jeøewo);;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Karczemka Roz≥aska);;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Redystowo);;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Roz≥aski BÛr);;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Roz≥aski M≥yn);;;£Íczyce;wejherowski;pomorskie
84-218;Roz≥azino (Roz≥azinko);;;£Íczyce;wejherowski;pomorskie
21-470;Roz≥πki;;;Krzywda;≥ukowski;lubelskie
76-251;Roz≥Íka;;;Kobylnica;s≥upski;pomorskie
66-200;Roz≥ogi;;;åwiebodzin;úwiebodziÒski;lubuskie
22-448;Roz≥opy;;;Su≥Ûw;zamojski;lubelskie
22-448;Roz≥opy-Kolonia;;;Su≥Ûw;zamojski;lubelskie
63-210;RozmarynÛw;;;ØerkÛw;jarociÒski;wielkopolskie
47-171;Rozmierka;;;Strzelce Opolskie;strzelecki;opolskie
47-171;Rozmierz;;;Strzelce Opolskie;strzelecki;opolskie
26-914;Rozniszew;;;Magnuszew;kozienicki;mazowieckie
11-731;Rozogi;;;Sorkwity;mrπgowski;warmiÒsko-mazurskie
12-114;Rozogi;;;Rozogi;szczycieÒski;warmiÒsko-mazurskie
12-114;Rozogi (Morgi);;;Rozogi;szczycieÒski;warmiÒsko-mazurskie
99-352;Rozopol;;;Dπbrowice;kutnowski;≥Ûdzkie
97-524;RozpÍd;;;Kobiele Wielkie;radomszczaÒski;≥Ûdzkie
82-500;RozpÍdziny;;;Kwidzyn;kwidzyÒski;pomorskie
89-240;RozpÍtek;;;Kcynia;nakielski;kujawsko-pomorskie
21-075;Rozp≥ucie Drugie;;;Ludwin;≥ÍczyÒski;lubelskie
21-075;Rozp≥ucie Pierwsze;;;Ludwin;≥ÍczyÒski;lubelskie
97-340;Rozprza;;;Rozprza;piotrkowski;≥Ûdzkie
38-535;Rozpucie;;;Tyrawa Wo≥oska;sanocki;podkarpackie
63-910;RozstÍpniewo;;;Miejska GÛrka;rawicki;wielkopolskie
87-632;Rozstrza≥y;;;Czernikowo;toruÒski;kujawsko-pomorskie
89-240;RozstrzÍbowo;;;Kcynia;nakielski;kujawsko-pomorskie
46-320;Rozterk;;;Praszka;oleski;opolskie
73-200;Roztocze;;;Choszczno;choszczeÒski;zachodniopomorskie
58-217;Roztocznik;;1-DK;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
58-217;Roztocznik (ByszÛw);;1-DK;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
58-217;Roztocznik (DÍbowa GÛra);;1-DK;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
58-200;Roztocznik (Dobrocinek);;1-DK;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
05-084;Roztoka;;;Leszno;warszawski zachodni;mazowieckie
22-114;Roztoka;;;Ømudü;che≥mski;lubelskie
32-831;Roztoka;;;Zakliczyn;tarnowski;ma≥opolskie
34-606;Roztoka;;;£ukowica;limanowski;ma≥opolskie
37-744;Roztoka;;;Bircza;przemyski;podkarpackie
58-173;Roztoka;;;Dobromierz;úwidnicki;dolnoúlπskie
62-540;Roztoka;;;Kleczew;koniÒski;wielkopolskie
83-047;Roztoka;;;Przywidz;gdaÒski;pomorskie
62-540;Roztoka (Miko≥ajewo);;;Kleczew;koniÒski;wielkopolskie
22-114;Roztoka (Roztoka-Kolonia);;;Ømudü;che≥mski;lubelskie
33-343;Roztoka Ryterska;;;Rytro;nowosπdecki;ma≥opolskie
33-336;Roztoka Wielka;;;£abowa;nowosπdecki;ma≥opolskie
33-316;Roztoka-Brzeziny;;;GrÛdek nad Dunajcem;nowosπdecki;ma≥opolskie
38-204;Roztoki;;;Tarnowiec;jasielski;podkarpackie
57-530;Roztoki;;;MiÍdzylesie;k≥odzki;dolnoúlπskie
68-320;Roztoki;;;JasieÒ;øarski;lubuskie
78-500;Roztoki;;;Drawsko Pomorskie;drawski;zachodniopomorskie
89-412;Roztoki;;;Soúno;sÍpoleÒski;kujawsko-pomorskie
38-606;Roztoki Dolne;;;BaligrÛd;leski;podkarpackie
84-315;Roztopczyn;;;Cewice;lÍborski;pomorskie
43-394;Roztropice;;;Jasienica;bielski;úlπskie
96-513;Roztropna;;;Nowa Sucha;sochaczewski;mazowieckie
05-620;RoztworÛw;;;B≥ÍdÛw;grÛjecki;mazowieckie
27-425;Roztylice;;;WaúniÛw;ostrowiecki;úwiÍtokrzyskie
27-425;Roztylice (Nagorzyce);;;WaúniÛw;ostrowiecki;úwiÍtokrzyskie
27-425;Roztylice (Witos≥awice);;;WaúniÛw;ostrowiecki;úwiÍtokrzyskie
48-130;Rozumice;;;Kietrz;g≥ubczycki;opolskie
08-220;RozwadÛw;;;Sarnaki;≥osicki;mazowieckie
21-307;RozwadÛw;;;Ulan-Majorat;radzyÒski;lubelskie
21-518;RozwadÛwka;;;SosnÛwka;bialski;lubelskie
21-518;RozwadÛwka-Folwark;;;SosnÛwka;bialski;lubelskie
11-300;Rozwady;;;Biskupiec;olsztyÒski;warmiÒsko-mazurskie
26-434;Rozwady;;;GielniÛw;przysuski;mazowieckie
26-434;Rozwady (Bochenka);;;GielniÛw;przysuski;mazowieckie
26-434;Rozwady (BrÛd);;;GielniÛw;przysuski;mazowieckie
47-330;Rozwadza;;;Zdzieszowice;krapkowicki;opolskie
83-425;Rozwalewo;;;Dziemiany;koúcierski;pomorskie
72-400;Rozwarowo;;;KamieÒ Pomorski;kamieÒski;zachodniopomorskie
89-100;Rozwarzyn;;;Nak≥o nad Noteciπ;nakielski;kujawsko-pomorskie
07-411;Rozwory;;;RzekuÒ;ostro≥Ícki;mazowieckie
77-310;Rozwory;;;Debrzno;cz≥uchowski;pomorskie
77-310;Rozwory (PÍdziszewo);;;Debrzno;cz≥uchowski;pomorskie
95-060;Rozworzyn;;;Brzeziny;brzeziÒski;≥Ûdzkie
09-300;Rozwozin;;;Øuromin;øuromiÒski;mazowieckie
99-205;RozynÛw;;;DalikÛw;poddÍbicki;≥Ûdzkie
97-415;Roüdzin;;;Kluki;be≥chatowski;≥Ûdzkie
37-565;Roüwienica;;;Roüwienica;jaros≥awski;podkarpackie
05-622;Roøce;;;Belsk Duøy;grÛjecki;mazowieckie
22-100;Roødøa≥Ûw;;;Che≥m;che≥mski;lubelskie
22-100;Roødøa≥Ûw-Kolonia;;;Che≥m;che≥mski;lubelskie
62-860;Roødøa≥y;;;OpatÛwek;kaliski;wielkopolskie
98-290;Roødøa≥y;;;Warta;sieradzki;≥Ûdzkie
26-434;Roøek;;;GielniÛw;przysuski;mazowieckie
62-513;Roøek BrzeziÒski;;;KrzymÛw;koniÒski;wielkopolskie
62-513;Roøek Krzymowski;;;KrzymÛw;koniÒski;wielkopolskie
26-337;Roøenek;;;AleksandrÛw;piotrkowski;≥Ûdzkie
62-874;Roøenno;;;Brzeziny;kaliski;wielkopolskie
14-229;Roøental;;;Lubawa;i≥awski;warmiÒsko-mazurskie
83-130;Roøental;;;Pelplin;tczewski;pomorskie
22-335;Roøki;;;ØÛ≥kiewka;krasnostawski;lubelskie
26-624;Roøki;;;Kowala;radomski;mazowieckie
27-641;Roøki;;;ObrazÛw;sandomierski;úwiÍtokrzyskie
26-624;Roøki (AdamÛw);;;Kowala;radomski;mazowieckie
27-641;Roøki (Domki);;;ObrazÛw;sandomierski;úwiÍtokrzyskie
27-641;Roøki (Kolonia);;;ObrazÛw;sandomierski;úwiÍtokrzyskie
22-335;Roøki-Kolonia;;;ØÛ≥kiewka;krasnostawski;lubelskie
22-335;Roøki-Kolonia (MarkiewiczÛw);;;ØÛ≥kiewka;krasnostawski;lubelskie
97-403;Roøniatowice;;;Druøbice;be≥chatowski;≥Ûdzkie
37-205;RoøniatÛw;;;Zarzecze;przeworski;podkarpackie
99-210;RoøniatÛw;;;UniejÛw;poddÍbicki;≥Ûdzkie
99-210;RoøniatÛw-Kolonia;;;UniejÛw;poddÍbicki;≥Ûdzkie
39-340;Roøniaty;;;Padew Narodowa;mielecki;podkarpackie
88-150;Roøniaty;;;Kruszwica;inowroc≥awski;kujawsko-pomorskie
47-161;RoøniπtÛw;;;Strzelce Opolskie;strzelecki;opolskie
28-350;Roønica;;;S≥upia;jÍdrzejowski;úwiÍtokrzyskie
87-700;Roøno-Parcele;;;AleksandrÛw Kujawski;aleksandrowski;kujawsko-pomorskie
32-020;Roønowa;;;Wieliczka;wielicki;ma≥opolskie
38-323;Roønowice;;;Biecz;gorlicki;ma≥opolskie
64-610;Roønowice;;;Rogoüno;obornicki;wielkopolskie
14-310;Roønowo;;;Mi≥akowo;ostrÛdzki;warmiÒsko-mazurskie
64-600;Roønowo;;;Oborniki;obornicki;wielkopolskie
74-111;Roønowo;;;Banie;gryfiÒski;zachodniopomorskie
73-154;Roønowo £obeskie;;;£obez;≥obeski;zachodniopomorskie
72-131;Roønowo Nowogardzkie;;;Maszewo;goleniowski;zachodniopomorskie
33-316;RoønÛw;;;GrÛdek nad Dunajcem;nowosπdecki;ma≥opolskie
46-262;RoønÛw;;;Wo≥czyn;kluczborski;opolskie
57-130;RoønÛw;;;Przeworno;strzeliÒski;dolnoúlπskie
57-130;RoønÛw (KrÛlewiec);;;Przeworno;strzeliÒski;dolnoúlπskie
66-235;RoønÛwka;;;Torzym;sulÍciÒski;lubuskie
97-505;Roøny;;;Dobryszyce;radomszczaÒski;≥Ûdzkie
37-733;Roøubowice;;;Przemyúl;przemyski;podkarpackie
12-250;RoøyÒsk;;;E≥k;e≥cki;warmiÒsko-mazurskie
19-507;RoøyÒsk Ma≥y;;;Go≥dap;go≥dapski;warmiÒsko-mazurskie
19-335;RoøyÒsk Wielki;;;Prostki;e≥cki;warmiÒsko-mazurskie
19-507;RoøyÒsk Wielki;;;Go≥dap;go≥dapski;warmiÒsko-mazurskie
13-113;RÛg;;;Janowo;nidzicki;warmiÒsko-mazurskie
77-125;RÛg;;;Studzienice;bytowski;pomorskie
11-510;RÛg Or≥owski;;;Wydminy;giøycki;warmiÒsko-mazurskie
11-500;RÛg Pierkunowski;;;Giøycko;giøycki;warmiÒsko-mazurskie
12-160;RÛklas;;;Wielbark;szczycieÒski;warmiÒsko-mazurskie
12-120;RÛw;;;Düwierzuty;szczycieÒski;warmiÒsko-mazurskie
74-312;RÛw;;;MyúlibÛrz;myúliborski;zachodniopomorskie
83-425;RÛw;;;Dziemiany;koúcierski;pomorskie
08-106;RÛwce;;;Zbuczyn;siedlecki;mazowieckie
86-140;RÛwienica;;;Drzycim;úwiecki;kujawsko-pomorskie
74-320;RÛwienko;;;Barlinek;myúliborski;zachodniopomorskie
76-220;RÛwienko;;;G≥Ûwczyce;s≥upski;pomorskie
89-650;RÛwki;;;Czersk;chojnicki;pomorskie
98-235;RÛwna;;;B≥aszki;sieradzki;≥Ûdzkie
98-235;RÛwna (Mierzony);;;B≥aszki;sieradzki;≥Ûdzkie
05-282;RÛwne;;;StrachÛwka;wo≥omiÒski;mazowieckie
38-451;RÛwne;;;Dukla;kroúnieÒski;podkarpackie
48-100;RÛwne;;;G≥ubczyce;g≥ubczycki;opolskie
78-450;RÛwne;;;Grzmiπca;szczecinecki;zachodniopomorskie
83-420;RÛwne;;;Liniewo;koúcierski;pomorskie
38-700;RÛwnia;;;Ustrzyki Dolne;bieszczadzki;podkarpackie
22-330;RÛwnianki;;;Rudnik;krasnostawski;lubelskie
22-330;RÛwnianki (MiÍdzylas);;;Rudnik;krasnostawski;lubelskie
87-312;RÛwnica;;;Zbiczno;brodnicki;kujawsko-pomorskie
11-430;RÛwnina Dolna;;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
11-430;RÛwnina GÛrna;;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
74-320;RÛwno;;;Barlinek;myúliborski;zachodniopomorskie
76-220;RÛwno;;;G≥Ûwczyce;s≥upski;pomorskie
64-810;RÛwnopole;;;Kaczory;pilski;wielkopolskie
05-083;RÛzin;;;Leszno;warszawski zachodni;mazowieckie
22-672;RÛøa;;;Susiec;tomaszowski;lubelskie
39-216;RÛøa;;;Czarna;dÍbicki;podkarpackie
62-400;RÛøa;;;S≥upca;s≥upecki;wielkopolskie
64-300;RÛøa;;;Nowy Tomyúl;nowotomyski;wielkopolskie
95-082;RÛøa;;;DobroÒ;pabianicki;≥Ûdzkie
21-450;RÛøa PodgÛrna;;;Stoczek £ukowski;≥ukowski;lubelskie
64-930;RÛøa Wielka;;;Szyd≥owo;pilski;wielkopolskie
64-930;RÛøa Wielka (RÛøa Ma≥a);;;Szyd≥owo;pilski;wielkopolskie
64-930;RÛøa Wielka (RÛøanka);;;Szyd≥owo;pilski;wielkopolskie
06-230;RÛøan;;;RÛøan;makowski;mazowieckie
55-340;RÛøana;;;Udanin;úredzki;dolnoúlπskie
57-208;RÛøana;;;Stoszowice;zπbkowicki;dolnoúlπskie
58-350;RÛøana;;;MieroszÛw;wa≥brzyski;dolnoúlπskie
86-010;RÛøana;;;Koronowo;bydgoski;kujawsko-pomorskie
14-500;RÛøaniec;;;Braniewo;braniewski;warmiÒsko-mazurskie
14-520;RÛøaniec;;;PieniÍøno;braniewski;warmiÒsko-mazurskie
55-080;RÛøaniec;;;Kπty Wroc≥awskie;wroc≥awski;dolnoúlπskie
23-420;RÛøaniec (RÛøaniec Drugi);;;TarnogrÛd;bi≥gorajski;lubelskie
23-420;RÛøaniec (RÛøaniec Pierwszy);;;TarnogrÛd;bi≥gorajski;lubelskie
22-200;RÛøanka;;1-DK;W≥odawa;w≥odawski;lubelskie
38-102;RÛøanka;;;Wiúniowa;strzyøowski;podkarpackie
57-530;RÛøanka;;;MiÍdzylesie;k≥odzki;dolnoúlπskie
22-211;RÛøanka (DemianÛwka);;1-DK;W≥odawa;w≥odawski;lubelskie
19-520;RÛøanka-DwÛr;;;Banie Mazurskie;go≥dapski;warmiÒsko-mazurskie
14-240;RÛøanki;;;Susz;i≥awski;warmiÒsko-mazurskie
66-416;RÛøanki;;;K≥odawa;gorzowski;lubuskie
87-148;RÛøankowo;;;£ysomice;toruÒski;kujawsko-pomorskie
26-300;RÛøanna;;;Opoczno;opoczyÒski;≥Ûdzkie
26-425;RÛøanna;;;OdrzywÛ≥;przysuski;mazowieckie
62-436;RÛøanna;;;Orchowo;s≥upecki;wielkopolskie
86-122;RÛøanna;;;Bukowiec;úwiecki;kujawsko-pomorskie
99-314;RÛøanowice;;;KrzyøanÛw;kutnowski;≥Ûdzkie
96-317;RÛøanÛw;;;Wiskitki;øyrardowski;mazowieckie
67-112;RÛøanÛwka;;;Siedlisko;nowosolski;lubuskie
76-020;RÛøany;;;Bobolice;koszaliÒski;zachodniopomorskie
82-335;RÛøany;;;Gronowo Elblπskie;elblπski;warmiÒsko-mazurskie
95-015;RÛøany;;;G≥owno;zgierski;≥Ûdzkie
16-200;RÛøanystok;;;Dπbrowa Bia≥ostocka;sokÛlski;podlaskie
74-311;RÛøaÒsko;;;DÍbno;myúliborski;zachodniopomorskie
74-311;RÛøaÒsko (Grzybno);;;DÍbno;myúliborski;zachodniopomorskie
74-311;RÛøaÒsko (Juncewo);;;DÍbno;myúliborski;zachodniopomorskie
74-311;RÛøaÒsko (Pio≥unek);;;DÍbno;myúliborski;zachodniopomorskie
74-311;RÛøaÒsko (Sulis≥aw);;;DÍbno;myúliborski;zachodniopomorskie
11-600;RÛøe;;;WÍgorzewo;wÍgorzewski;warmiÒsko-mazurskie
11-600;RÛøewiec;;;WÍgorzewo;wÍgorzewski;warmiÒsko-mazurskie
76-020;RÛøewko;;;Bobolice;koszaliÒski;zachodniopomorskie
78-627;RÛøewo;;;Wa≥cz;wa≥ecki;zachodniopomorskie
82-100;RÛøewo;;;Nowy DwÛr GdaÒski;nowodworski;pomorskie
77-140;RÛøki;;;Ko≥czyg≥owy;bytowski;pomorskie
11-001;RÛønowo;;;Dywity;olsztyÒski;warmiÒsko-mazurskie
14-240;RÛønowo;;;Susz;i≥awski;warmiÒsko-mazurskie
62-561;RÛønowo;;;ålesin;koniÒski;wielkopolskie
86-200;RÛønowo;;;Che≥mno;che≥miÒski;kujawsko-pomorskie
63-714;RÛøopole;;;Krotoszyn;krotoszyÒski;wielkopolskie
08-200;RÛøowa;;;£osice;≥osicki;mazowieckie
95-040;RÛøyca;;;Koluszki;≥Ûdzki wschodni;≥Ûdzkie
95-045;RÛøyce;;;ParzÍczew;zgierski;≥Ûdzkie
99-414;RÛøyce;;;Kocierzew Po≥udniowy;≥owicki;≥Ûdzkie
99-414;RÛøyce (Zastruga);;;Kocierzew Po≥udniowy;≥owicki;≥Ûdzkie
95-045;RÛøyce Ømijowe;;;ParzÍczew;zgierski;≥Ûdzkie
99-414;RÛøyce-Øurawieniec;;;Kocierzew Po≥udniowy;≥owicki;≥Ûdzkie
11-135;RÛøyn;;;Lubomino;lidzbarski;warmiÒsko-mazurskie
11-210;RÛøyna;;;SÍpopol;bartoszycki;warmiÒsko-mazurskie
49-330;RÛøyna;;;Lewin Brzeski;brzeski;opolskie
59-706;RÛøyniec;;;Gromadka;boles≥awiecki;dolnoúlπskie
11-008;RÛøynka;;;åwiπtki;olsztyÒski;warmiÒsko-mazurskie
83-031;RÛøyny;;;PszczÛ≥ki;gdaÒski;pomorskie
16-326;Rubcowo;;;P≥aska;augustowski;podlaskie
18-400;RubinÛwka;;;£omøa;≥omøyÒski;podlaskie
88-180;Rucewko;;;Z≥otniki Kujawskie;inowroc≥awski;kujawsko-pomorskie
14-230;Rucewo;;;Zalewo;i≥awski;warmiÒsko-mazurskie
88-180;Rucewo;;;Z≥otniki Kujawskie;inowroc≥awski;kujawsko-pomorskie
07-100;Ruchenka;;;Liw;wÍgrowski;mazowieckie
62-600;Ruchenna;;;Ko≥o;kolski;wielkopolskie
07-100;Ruchna;;;Liw;wÍgrowski;mazowieckie
62-073;Ruchocice;;;Rakoniewice;grodziski;wielkopolskie
